station, date, time, depth (meters), salinity (psu), temperature (centigrade), density (sigma t), chlorophyll raw (ug/l), dissolved oxygen (mg/l) raw, dissolved oxygen (mg/l) adjusted, light transmission (%), pH
NRR001,9/23/1991,1435,1,30.2,12.11,22.84,,6.9,,84.8,8.1
NRR001,9/23/1991,1435,1.5,30.2,12.11,22.84,,6.9,,84.9,8.1
NRR001,9/23/1991,1435,2,30.19,12.12,22.84,,6.9,,84.9,8.1
NRR001,9/23/1991,1435,2.5,30.2,12.13,22.84,,6.9,,84.8,8.1
NRR001,9/23/1991,1435,3,30.19,12.14,22.83,,6.9,,85,8.1
NRR001,9/23/1991,1435,3.5,30.19,12.14,22.83,,6.9,,85,8.1
NRR001,9/23/1991,1435,4,30.19,12.13,22.83,,6.9,,84.9,8.1
NRR001,9/23/1991,1435,4.5,30.19,12.13,22.84,,6.9,,84.9,8.1
NRR001,9/23/1991,1435,5,30.19,12.12,22.84,,6.9,,85,8.1
NRR001,9/23/1991,1435,5.5,30.19,12.12,22.84,,6.9,,84.9,8.1
NRR001,9/23/1991,1435,6,30.19,12.12,22.84,,6.9,,84.9,8.1
NRR001,9/23/1991,1435,6.5,30.2,12.12,22.84,,6.9,,84.9,8.1
NRR001,9/23/1991,1435,7,30.19,12.12,22.84,,6.9,,84.8,8.1
NRR001,9/23/1991,1435,7.5,30.21,12.08,22.86,,6.9,,84.8,8.1
NRR001,9/23/1991,1435,8,30.21,12.08,22.86,,6.8,,84.8,8.1
NRR001,9/23/1991,1435,8.5,30.21,12.07,22.86,,6.9,,84.7,8.1
NRR001,9/23/1991,1435,9,30.22,12.06,22.87,,6.9,,84.8,8.1
NRR001,9/23/1991,1435,9.5,30.21,12.07,22.86,,6.8,,85,8.1
NRR001,9/23/1991,1435,10,30.21,12.07,22.86,,6.8,,84.7,8.1
NRR001,9/23/1991,1435,10.5,30.22,12.07,22.86,,6.8,,84.9,8.1
NRR001,9/23/1991,1435,11,30.22,12.07,22.87,,6.8,,85,8.1
NRR001,9/23/1991,1435,11.5,30.21,12.08,22.86,,6.8,,85,8.1
NRR001,9/23/1991,1435,12,30.21,12.08,22.86,,6.8,,84.9,8.1
NRR001,9/23/1991,1435,12.5,30.21,12.08,22.86,,6.8,,85,8.1
NRR001,9/23/1991,1435,13,30.21,12.08,22.86,,6.8,,85.1,8.1
NRR001,9/23/1991,1435,13.5,30.21,12.08,22.86,,6.8,,85,8.1
NRR001,9/23/1991,1435,14,30.21,12.08,22.85,,6.8,,84.8,8.1
NRR001,9/23/1991,1435,14.5,30.21,12.08,22.86,,6.8,,85,8.1
NRR001,9/23/1991,1435,15,30.21,12.09,22.85,,6.8,,85,8.1
NRR001,9/23/1991,1435,15.5,30.21,12.09,22.85,,6.8,,84.9,8.1
NRR001,9/23/1991,1435,16,30.21,12.09,22.85,,6.8,,85.1,8.1
NRR001,9/23/1991,1435,16.5,30.2,12.09,22.85,,6.8,,85,8.1
NRR001,9/23/1991,1435,17,30.2,12.09,22.85,,6.9,,85.1,8.1
NRR001,9/23/1991,1435,17.5,30.21,12.05,22.86,,6.9,,84.7,8.1
NRR001,9/23/1991,1435,18,30.23,12,22.89,,6.9,,84.7,8.1
NRR001,9/23/1991,1435,18.5,30.25,11.99,22.9,,6.8,,84.6,8.1
NRR001,9/23/1991,1435,19,30.24,12.01,22.89,,6.7,,84.7,8.1
NRR001,9/23/1991,1435,19.5,30.24,11.99,22.9,,6.7,,84.6,8.1
NRR001,9/23/1991,1435,20,30.24,11.98,22.9,,6.7,,84.6,8.1
NRR001,9/23/1991,1435,20.5,30.26,11.93,22.92,,6.7,,84.7,8.1
NRR001,9/23/1991,1435,21,30.27,11.92,22.94,,6.7,,84.6,8.1
NRR001,9/23/1991,1435,21.5,30.28,11.91,22.95,,6.6,,84.8,8.1
NRR001,9/23/1991,1435,22,30.28,11.93,22.94,,6.6,,84.5,8.1
NRR001,9/23/1991,1435,22.5,30.25,11.97,22.91,,6.6,,84.7,8.1
NRR001,9/23/1991,1435,23,30.25,11.98,22.91,,6.6,,84.9,8.1
NRR001,9/23/1991,1435,23.5,30.24,12,22.9,,6.7,,85,8.1
NRR001,9/23/1991,1435,24,30.23,12.02,22.89,,6.7,,85,8.1
NRR001,9/23/1991,1435,24.5,30.23,12.01,22.89,,6.7,,85.1,8.1
NRR001,9/23/1991,1435,25,30.24,12,22.9,,6.7,,84.8,8.1
NRR001,9/23/1991,1435,25.5,30.24,12,22.89,,6.7,,84.7,8.1
NRR001,9/23/1991,1435,26,30.24,12.01,22.9,,6.7,,84.9,8.1
NRR001,9/23/1991,1435,26.5,30.23,12.02,22.89,,6.7,,85,8.1
NRR001,9/23/1991,1435,27,30.23,12.03,22.88,,6.7,,84.9,8.1
NRR001,9/23/1991,1435,27.5,30.24,12.01,22.89,,6.7,,84.9,8.1
NRR001,9/23/1991,1435,28,30.23,12.01,22.89,,6.7,,85,8.1
NRR001,9/23/1991,1435,28.5,30.24,12.01,22.89,,6.7,,85.1,8.1
NRR001,9/23/1991,1435,29,30.24,12.02,22.89,,6.7,,85,8.1
NRR001,9/23/1991,1435,29.5,30.23,12.02,22.89,,6.7,,84.9,8.1
NRR001,9/23/1991,1435,30,30.24,12,22.89,,6.7,,85,8.1
NRR001,9/23/1991,1435,30.5,30.22,11.99,22.88,,6.7,,84.9,8.1
NRR001,9/23/1991,1435,31,30.25,11.95,22.91,,6.7,,85,8.1
